City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Ushuaia,AR,-54.8,-68.3,60.46,67,40,14.97,scattered clouds
1,Albany,US,42.6001,-73.9662,21.31,76,10,4.18,clear sky
2,Castro,BR,-24.7911,-50.0119,61.56,84,2,2.1,clear sky
3,Itarema,BR,-2.9248,-39.9167,78.8,78,2,11.07,clear sky
4,Atuona,PF,-9.8,-139.0333,78.8,77,12,17.09,few clouds
5,Dvinskoy,RU,62.1535,45.1175,-2.63,100,97,3.91,overcast clouds
6,Vaini,TO,-21.2,-175.2,75.36,100,100,4.61,light intensity shower rain
7,Pevek,RU,69.7008,170.3133,-23.37,98,27,0.92,scattered clouds
8,Jamestown,US,42.097,-79.2353,29.79,45,0,10.36,clear sky
9,Qaanaaq,GL,77.484,-69.3632,-11.67,59,29,7.25,scattered clouds
10,Yellowknife,CA,62.456,-114.3525,-3.59,91,20,3.44,few clouds
11,Kaeo,NZ,-35.1,173.7833,77.32,96,99,6.44,overcast clouds
12,Faanui,PF,-16.4833,-151.75,81.01,75,100,20.13,light rain
13,Mataura,NZ,-46.1927,168.8643,60.48,34,8,2.75,clear sky
14,Port Alfred,ZA,-33.5906,26.891,72.93,79,82,4.97,broken clouds
15,Bukachacha,RU,52.9833,116.9167,9.72,74,17,1.59,few clouds
16,Lavrentiya,RU,65.5833,-171,-15.63,95,56,5.19,broken clouds
17,Phan Thiet,VN,10.9333,108.1,85.98,55,70,11.07,broken clouds
18,Qaqortoq,GL,60.7167,-46.0333,10.9,64,100,24.09,overcast clouds
19,Busselton,AU,-33.65,115.3333,69.08,51,70,20.04,broken clouds
20,Fukue,JP,32.6881,128.8419,46.76,53,75,5.75,broken clouds
21,Caluquembe,AO,-13.7833,14.6833,60.6,58,100,1.54,overcast clouds
22,Avarua,CK,-21.2078,-159.775,80.65,78,20,9.22,few clouds
23,Nichinan,JP,31.6,131.3667,47.88,44,99,1.21,overcast clouds
24,Alice Springs,AU,-23.7,133.8833,87.35,23,0,5.75,clear sky
25,Katsuura,JP,35.1333,140.3,46.51,31,16,4.5,few clouds
26,Carnarvon,AU,-24.8667,113.6333,76.28,48,6,21.09,clear sky
27,Bonham,US,33.5773,-96.1783,44.2,64,0,0,clear sky
28,Chuy,UY,-33.6971,-53.4616,63.79,74,41,15.66,scattered clouds
29,Ardalstangen,NO,61.2371,7.6983,34.11,99,100,2.62,overcast clouds
30,Aklavik,CA,68.2191,-135.0107,-20.09,91,100,19.39,overcast clouds
31,Lebu,CL,-37.6167,-73.65,59.22,92,3,15.41,clear sky
32,Dolores,AR,-36.3132,-57.6792,57.04,93,19,10.42,few clouds
33,Tigil,RU,57.8,158.6667,20.77,77,69,9.13,broken clouds
34,Lorengau,PG,-2.0226,147.2712,83.64,76,99,7.54,light rain
35,Pangnirtung,CA,66.1451,-65.7125,-38.09,96,100,4.47,overcast clouds
36,Kapaa,US,22.0752,-159.319,78.78,73,20,3,few clouds
37,Cidreira,BR,-30.1811,-50.2056,68.22,74,8,7.81,clear sky
38,Bredasdorp,ZA,-34.5322,20.0403,66.27,91,13,5.59,few clouds
39,Linhai,CN,28.85,121.1167,43.93,81,100,3.69,light rain
40,Pathein,MM,16.7833,94.7333,80.08,38,43,11.41,scattered clouds
41,Ginda,IN,30.6945,78.4932,38.37,44,1,2.84,clear sky
42,Juneau,US,58.3019,-134.4197,41.85,96,100,8.99,light rain
43,Mar Del Plata,AR,-38.0023,-57.5575,65.08,80,40,5.01,scattered clouds
44,Butaritari,KI,3.0707,172.7902,81.84,76,71,15.43,moderate rain
45,Barrow,US,71.2906,-156.7887,-27.38,68,0,14.97,clear sky
46,Tyup,KG,42.7276,78.3648,25.07,77,100,4.68,overcast clouds
47,Constitucion,CL,-35.3333,-72.4167,57.79,80,0,4.09,clear sky
48,Turukhansk,RU,65.8167,87.9833,-26.21,100,55,4.09,broken clouds
49,Airai,TL,-8.9266,125.4092,75.2,61,29,2.35,scattered clouds
50,Hambantota,LK,6.1241,81.1185,79.14,66,100,7.16,overcast clouds
51,Puerto Escondido,MX,15.85,-97.0667,79.63,73,0,0,clear sky
52,Mezen,RU,65.8522,44.24,11.71,93,100,10.09,overcast clouds
53,East London,ZA,-33.0153,27.9116,70.74,94,0,4.61,clear sky
54,Sete,FR,43.4018,3.6966,51.84,75,100,27.78,overcast clouds
55,Awjilah,LY,29.1081,21.2869,55.51,32,1,6.87,clear sky
56,New Norfolk,AU,-42.7826,147.0587,79.66,28,0,1.99,clear sky
57,Punta Arenas,CL,-53.15,-70.9167,53.71,82,75,10.36,broken clouds
58,Sile,TR,41.1754,29.6133,45.57,61,37,4,scattered clouds
59,Bluff,NZ,-46.6,168.3333,60.8,66,0,13.38,clear sky
60,Fort-Shevchenko,KZ,44.5086,50.263,36.01,95,91,17.31,overcast clouds
61,Atambua,ID,-9.1061,124.8925,83.93,67,18,4.97,few clouds
62,Chapais,CA,49.7834,-74.8492,4.78,95,100,5.53,light snow
63,Rikitea,PF,-23.1203,-134.9692,79.02,72,16,18.75,few clouds
64,Shwebo,MM,22.5667,95.7,66.6,40,11,4.56,few clouds
65,Imeni Poliny Osipenko,RU,52.4201,136.4853,6.4,86,100,2.48,overcast clouds
66,Hami,CN,42.8,93.45,27,33,67,7.27,broken clouds
67,Chokurdakh,RU,70.6333,147.9167,-39.73,99,79,3.85,broken clouds
68,Banjar,ID,-8.19,114.9675,87.66,73,100,6.4,overcast clouds
69,Fortuna,US,40.5982,-124.1573,48.18,90,0,2.91,clear sky
70,Souillac,MU,-20.5167,57.5167,79.36,84,100,9.95,overcast clouds
71,Hermanus,ZA,-34.4187,19.2345,66.79,92,66,4.25,broken clouds
72,Mandera,KE,3.9366,41.867,73.02,46,99,3.02,overcast clouds
73,Nikolskoye,RU,59.7035,30.7861,36.88,97,100,6.98,overcast clouds
74,Vyartsilya,RU,62.1764,30.693,29.84,97,100,9.48,snow
75,Baikunthpur,IN,23.25,82.55,61.12,26,0,0.85,clear sky
76,Dali,CN,25.7,100.1833,47.34,48,1,2.04,clear sky
77,Herat,AF,34.5,62,38.25,67,0,5.57,clear sky
78,Middelburg,ZA,-25.7751,29.4648,56.1,90,57,8.19,broken clouds
79,Cabo San Lucas,MX,22.8909,-109.9124,67.51,73,20,0,few clouds
80,Mitsamiouli,KM,-11.3847,43.2844,81.64,80,74,11.5,light rain
81,Severo-Kurilsk,RU,50.6789,156.125,31.5,83,100,10.07,overcast clouds
82,Jiangyou,CN,31.7667,104.7167,38.41,97,100,2.62,overcast clouds
83,Camacha,PT,33.0833,-16.3333,59.76,63,75,16.11,broken clouds
84,Severnyy,RU,50.677,36.5532,32.04,80,0,8.95,light snow
85,Najran,SA,17.4924,44.1277,48.85,59,32,3.18,scattered clouds
86,Avera,US,33.194,-82.5271,41.76,54,99,6.71,light rain
87,Svetlogorsk,BY,52.6333,29.7333,32.04,97,100,14.99,overcast clouds
88,Atar,MR,20.5169,-13.0499,69.08,11,0,5.88,clear sky
89,Athabasca,CA,54.7169,-113.2854,44.29,68,59,13.29,broken clouds
90,Maloy,NO,61.9353,5.1136,40.06,89,91,3,overcast clouds
91,Ancud,CL,-41.8697,-73.8203,54.93,89,5,2.86,clear sky
92,Viedma,AR,-40.8135,-62.9967,61.52,73,0,9.26,clear sky
93,Cam Ranh,VN,11.9214,109.1591,84.16,65,20,11.5,few clouds
94,Kirakira,SB,-10.4544,161.9205,85.84,73,100,13.22,overcast clouds
95,High Level,CA,58.5169,-117.136,33.91,80,40,5.75,scattered clouds
96,Port Elizabeth,ZA,-33.918,25.5701,70.92,74,25,3.51,scattered clouds
97,Buraydah,SA,26.326,43.975,43.25,48,0,5.93,clear sky
98,Ribeira Grande,PT,38.5167,-28.7,61.07,83,9,16.02,clear sky
99,Bengkulu,ID,-3.8004,102.2655,81.64,70,99,10.8,heavy intensity rain
100,Port Hardy,CA,50.6996,-127.4199,46.76,81,100,18.41,light intensity shower rain
101,Upernavik,GL,72.7868,-56.1549,-14.49,100,100,8.41,overcast clouds
102,Tazovskiy,RU,67.4667,78.7,-25.37,100,90,2.39,overcast clouds
103,Thompson,CA,55.7435,-97.8558,-5.64,71,100,4.61,overcast clouds
104,Ponta Do Sol,PT,32.6667,-17.1,63.23,69,7,10.65,clear sky
105,Kalmunai,LK,7.4167,81.8167,77.56,79,52,9.82,broken clouds
106,Caravelas,BR,-17.7125,-39.2481,76.24,87,60,5.7,broken clouds
107,Tiksi,RU,71.6872,128.8694,-17.37,98,100,6.26,overcast clouds
108,Karratha,AU,-20.7377,116.8463,90.97,58,65,10.78,broken clouds
109,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.62,98,83,0.4,broken clouds
110,Bambous Virieux,MU,-20.3428,57.7575,79.21,81,100,10.87,light rain
111,Mogadishu,SO,2.0371,45.3438,75.97,78,63,20.51,broken clouds
112,Poum,NC,-20.2333,164.0167,81.54,86,100,25.52,overcast clouds
113,Dalianwan,CN,39.0286,121.695,37.44,60,0,4.47,clear sky
114,Xixiang,CN,35.1628,112.865,39.85,30,86,5.84,overcast clouds
115,Sitka,US,57.0531,-135.33,44.49,76,100,14.97,light rain
116,Kayes,ML,14,-11,73.45,10,0,5.99,clear sky
117,Nikolayevsk-Na-Amure,RU,53.1406,140.73,6.94,91,100,7.85,light snow
118,Salinopolis,BR,-0.6136,-47.3561,77.67,88,100,7.16,overcast clouds
119,Aguimes,ES,27.9054,-15.4461,61.43,72,20,18.41,few clouds
120,Puerto Ayora,EC,-0.7393,-90.3518,73.54,93,20,1.99,few clouds
121,Alofi,NU,-19.0595,-169.9187,82.29,18,100,4.61,light intensity drizzle
122,Hithadhoo,MV,-0.6,73.0833,82.42,69,31,14.14,scattered clouds
123,Hastings,GB,50.8552,0.5729,42.39,72,6,17.63,clear sky
124,Floro,NO,61.5996,5.0328,39.16,81,75,24.16,broken clouds
125,Port Macquarie,AU,-31.4333,152.9167,73.89,56,70,16.31,broken clouds
126,Mangochi,MW,-14.4782,35.2645,67.21,93,15,2.93,few clouds
127,Muros,ES,42.7762,-9.0603,50.23,91,28,8.77,scattered clouds
128,Chulym,RU,55.0997,80.9572,-2.31,93,100,2.98,overcast clouds
129,Hobart,AU,-42.8794,147.3294,80.02,34,20,8.05,few clouds
130,Havoysund,NO,70.9963,24.6622,23.88,77,52,14.85,broken clouds
131,Pisco,PE,-13.7,-76.2167,67.01,94,40,4.61,scattered clouds
132,Henties Bay,NA,-22.116,14.2845,67.86,83,93,5.19,overcast clouds
133,Kafanchan,NG,9.5833,8.3,64.69,26,0,5.28,clear sky
134,Dunedin,NZ,-45.8742,170.5036,61.77,65,85,12.97,overcast clouds
135,Manaure,CO,11.7751,-72.4445,77.32,80,3,14,clear sky
136,Bambanglipuro,ID,-7.95,110.2833,85.41,67,100,5.14,overcast clouds
137,Hofn,IS,64.2539,-15.2082,31.5,76,100,17.96,light snow
138,Vrangel,RU,42.7297,133.0839,19.02,48,2,12.33,clear sky
139,Sorland,NO,67.667,12.6934,38.19,75,100,16.82,overcast clouds
140,Aztec,US,36.8222,-107.9929,33.21,53,15,3.33,few clouds
141,Nizhniy Kuranakh,RU,58.8353,125.4869,0.82,95,100,0.22,light snow
142,Pimentel,PE,-6.8367,-79.9342,70.66,80,97,11.1,overcast clouds
143,Evensk,RU,61.95,159.2333,4.77,73,0,6.98,clear sky
144,Bandarbeyla,SO,9.4942,50.8122,74.34,76,99,12.12,overcast clouds
145,Dingle,PH,10.9995,122.6711,83.75,63,48,15.41,scattered clouds
146,Nishihara,JP,26.1842,127.7558,67.66,56,75,12.66,broken clouds
147,Clonakilty,IE,51.6231,-8.8706,45.61,94,91,7.58,overcast clouds
148,Kaitangata,NZ,-46.2817,169.8464,59.94,80,52,8.32,broken clouds
149,Raga,SS,8.4596,25.678,60.4,22,38,4.81,scattered clouds
150,Sawtell,AU,-30.3833,153.1,75.22,64,75,18.41,broken clouds
151,Minot,US,48.2325,-101.2963,22.19,86,100,5.75,overcast clouds
152,Komsomolskiy,UZ,40.4272,71.7189,38.62,81,75,6.91,broken clouds
153,Spencer,US,43.1414,-95.1444,14.63,79,0,5.75,clear sky
154,Sechura,PE,-5.5569,-80.8222,72.57,74,86,11.52,overcast clouds
155,Bodden Town,KY,19.2833,-81.25,77.94,80,40,1.99,scattered clouds
156,Cape Town,ZA,-33.9258,18.4232,65.26,86,75,1.01,broken clouds
157,Walvis Bay,NA,-22.9575,14.5053,70.75,83,93,6.91,overcast clouds
158,Cockburn Town,TC,21.4612,-71.1419,76.01,75,0,16.91,clear sky
159,Khatanga,RU,71.9667,102.5,-17.07,98,99,9.6,overcast clouds
160,Vao,NC,-22.6667,167.4833,80.89,82,42,11.63,scattered clouds
161,Arraial Do Cabo,BR,-22.9661,-42.0278,75.36,92,0,18.75,clear sky
162,Mon,IN,26.75,95.1,57.42,63,0,2.3,clear sky
163,Hamilton,US,39.1834,-84.5333,30.97,86,0,0,clear sky
164,Kodiak,US,57.79,-152.4072,35.11,51,0,17.27,clear sky
165,Stavanger,NO,58.9701,5.7333,39.85,76,75,15.01,light rain
166,Hit,IQ,33.6416,42.8251,50.34,56,65,4.16,broken clouds
167,Rehoboth,NA,-23.3167,17.0833,65.82,78,100,17.02,light rain
168,Rosarito,MX,32.3333,-117.0333,66.18,41,0,3.22,clear sky
169,Saskylakh,RU,71.9167,114.0833,-27.18,100,93,4.09,overcast clouds
170,Koutsouras,GR,35.0339,25.9469,54.1,86,66,6.64,broken clouds
171,Inhambane,MZ,-23.865,35.3833,77.65,77,84,14.81,broken clouds
172,Champerico,GT,14.3,-91.9167,79.36,73,16,3.4,few clouds
173,Mahebourg,MU,-20.4081,57.7,79.25,82,100,11.21,overcast clouds
174,Zhezkazgan,KZ,47.8043,67.7144,21.18,93,100,24.61,overcast clouds
175,Westport,US,41.1415,-73.3579,31.86,82,100,5.01,overcast clouds
176,Bonavista,CA,48.6499,-53.1147,12.11,64,55,19.15,broken clouds
177,Tsnori,GE,41.6209,45.9694,34.84,63,24,4.9,few clouds
178,Wattegama,LK,6.7989,81.4808,77.29,70,96,6.06,light rain
179,Hilo,US,19.7297,-155.09,73.26,89,85,8.46,overcast clouds
180,Coihaique,CL,-45.5752,-72.0662,66.81,72,0,4.61,clear sky
181,Bossangoa,CF,6.4926,17.4552,66.87,26,4,3.58,clear sky
182,Saint George,US,37.1041,-113.5841,52.39,27,0,1.01,clear sky
183,Merauke,ID,-8.4667,140.3333,86.92,63,77,7.47,broken clouds
184,Mariana,BR,-20.3778,-43.4161,67.42,98,100,2.84,overcast clouds
185,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,72,75,18.99,broken clouds
186,Iqaluit,CA,63.7506,-68.5145,-38.31,65,0,2.3,clear sky
187,Ingham,US,42.6,-84.3833,28.17,72,0,3.44,clear sky
188,Lashio,MM,22.9333,97.75,62.94,42,0,0.94,clear sky
189,Mayumba,GA,-3.432,10.6554,76.17,92,63,8.28,broken clouds
190,Dikson,RU,73.5069,80.5464,-13.05,97,100,16.33,overcast clouds
191,Tuatapere,NZ,-46.1333,167.6833,60.82,44,0,6.46,clear sky
192,Georgetown,MY,5.4112,100.3354,84.13,77,20,4.61,light rain
193,Gafanha Da Encarnacao,PT,40.6181,-8.733,48.11,54,53,3.74,broken clouds
194,Cayenne,GF,4.9333,-52.3333,80.1,87,75,5.01,broken clouds
195,Namibe,AO,-15.1961,12.1522,72.28,70,95,7.43,overcast clouds
196,Diapaga,BF,12.0708,1.7889,70.05,15,0,9.13,clear sky
197,Tugulym,RU,57.0591,64.6425,0.32,93,93,4.27,overcast clouds
198,Belokurikha,RU,51.9959,84.9896,11.01,77,26,6.2,scattered clouds
199,Hasaki,JP,35.7333,140.8333,48.29,34,6,7.05,clear sky
200,Kahului,US,20.8947,-156.47,78.82,60,40,20.71,scattered clouds
201,Talnakh,RU,69.4865,88.3972,-28.16,98,56,0.69,broken clouds
202,Delano,US,35.7688,-119.247,55.98,53,0,0,clear sky
203,Abha,SA,18.2164,42.5053,50.25,82,17,0,few clouds
204,Udachnyy,RU,66.4167,112.4,-13.54,98,99,4.36,overcast clouds
205,Ketchikan,US,55.3422,-131.6461,45.07,87,100,11.5,heavy intensity rain
206,Sao Filipe,CV,14.8961,-24.4956,72.48,75,1,5.97,clear sky
207,Lobito,AO,-12.3481,13.5456,76.28,73,100,1.1,overcast clouds
208,Itinga,BR,-16.6131,-41.7653,70.75,93,100,1.01,overcast clouds
209,Binzhou,CN,37.3667,118.0167,38.01,25,100,2.51,overcast clouds
210,Klaksvik,FO,62.2266,-6.589,29.32,50,100,15.43,overcast clouds
211,Beringovskiy,RU,63.05,179.3167,-13.88,94,17,5.17,few clouds
212,Nenjiang,CN,49.1833,125.2167,7.25,84,20,4.52,few clouds
213,Yar-Sale,RU,66.8333,70.8333,-8.99,99,47,9.69,scattered clouds
214,Ouadda,CF,8.0777,22.4007,61.34,20,21,6.96,few clouds
215,Bathsheba,BB,13.2167,-59.5167,77.61,83,75,12.66,broken clouds
216,Labuhan,ID,-6.8844,112.2051,81.77,81,100,16.89,overcast clouds
217,La Ronge,CA,55.1001,-105.2842,12.45,85,75,3.44,broken clouds
218,Vostok,RU,46.4856,135.8833,6.49,83,99,5.86,overcast clouds
219,Tasiilaq,GL,65.6145,-37.6368,21.36,53,100,60.31,light snow
220,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.48,72,51,6.91,broken clouds
221,Tuktoyaktuk,CA,69.4541,-133.0374,-29.2,68,75,12.66,broken clouds
222,Stabat,ID,3.761,98.4513,82.6,92,100,2.64,overcast clouds
